date,avg_sentiment,price_change_pct,ticker
2026-02-02 00:00:00+00:00,,-0.3583201886569798,RELIANCE.NS
2026-02-03 00:00:00+00:00,,3.35874211391467,RELIANCE.NS
2026-02-04 00:00:00+00:00,,1.3708213469390218,RELIANCE.NS
2026-02-05 00:00:00+00:00,,-0.919825917416861,RELIANCE.NS
2026-02-06 00:00:00+00:00,,0.512680080982153,RELIANCE.NS
2026-02-09 00:00:00+00:00,,0.7444117999951816,RELIANCE.NS
2026-02-10 00:00:00+00:00,,-0.21209466596322502,RELIANCE.NS
2026-02-11 00:00:00+00:00,,0.6993452980373682,RELIANCE.NS
2026-02-12 00:00:00+00:00,,-1.3481260581519106,RELIANCE.NS
2026-02-13 00:00:00+00:00,,-2.022227091891593,RELIANCE.NS
2026-02-16 00:00:00+00:00,,1.2327416385575107,RELIANCE.NS
2026-02-17 00:00:00+00:00,,-0.9811408966302837,RELIANCE.NS
2026-02-18 00:00:00+00:00,,1.286018891646168,RELIANCE.NS
2026-02-19 00:00:00+00:00,,-2.206344810296834,RELIANCE.NS
2026-02-20 00:00:00+00:00,,0.7023784614446527,RELIANCE.NS
2026-02-23 00:00:00+00:00,,0.6058880821484758,RELIANCE.NS
2026-02-24 00:00:00+00:00,,0.05602582830006586,RELIANCE.NS
2026-02-25 00:00:00+00:00,,-2.12066403923884,RELIANCE.NS
2026-02-26 00:00:00+00:00,,0.593496519708614,RELIANCE.NS
2026-02-27 00:00:00+00:00,,-0.9169763979471224,RELIANCE.NS
2026-03-02 00:00:00+00:00,,-2.575509275075405,RELIANCE.NS
2026-03-04 00:00:00+00:00,,-0.9572901325478611,RELIANCE.NS
2026-03-05 00:00:00+00:00,,3.301117056807623,RELIANCE.NS
2026-03-06 00:00:00+00:00,,1.1083938493924306,RELIANCE.NS
2026-03-09 00:00:00+00:00,,1.3667390734995788,RELIANCE.NS
2026-03-10 00:00:00+00:00,,-1.0674123013957204,RELIANCE.NS
2026-03-11 00:00:00+00:00,,-1.3202794585166266,RELIANCE.NS
2026-03-12 00:00:00+00:00,,0.14386419725551658,RELIANCE.NS
2026-03-13 00:00:00+00:00,,-0.8260307716804527,RELIANCE.NS
2026-02-02 00:00:00+00:00,,-0.7068845573392712,INFY.NS
2026-02-03 00:00:00+00:00,,1.6325012389454718,INFY.NS
2026-02-04 00:00:00+00:00,,-7.2584511577219235,INFY.NS
2026-02-05 00:00:00+00:00,,-1.0157635864221692,INFY.NS
2026-02-06 00:00:00+00:00,,-0.8617271416065497,INFY.NS
2026-02-09 00:00:00+00:00,,-0.6568923478492916,INFY.NS
2026-02-10 00:00:00+00:00,,0.04008133020445559,INFY.NS
2026-02-11 00:00:00+00:00,,-1.7292044044414756,INFY.NS
2026-02-12 00:00:00+00:00,,-5.835995854966969,INFY.NS
2026-02-13 00:00:00+00:00,,-1.2193379808125848,INFY.NS
2026-02-16 00:00:00+00:00,,-0.25564239737145833,INFY.NS
2026-02-17 00:00:00+00:00,,1.874632106298435,INFY.NS
2026-02-18 00:00:00+00:00,,-1.2579068871630517,INFY.NS
2026-02-19 00:00:00+00:00,,-0.23294396779625082,INFY.NS
2026-02-20 00:00:00+00:00,,-1.2623165872400532,INFY.NS
2026-02-23 00:00:00+00:00,,-1.8991983519966005,INFY.NS
2026-02-24 00:00:00+00:00,,-3.917137476459509,INFY.NS
2026-02-25 00:00:00+00:00,,1.1446472431154486,INFY.NS
2026-02-26 00:00:00+00:00,,-0.07751337252338564,INFY.NS
2026-02-27 00:00:00+00:00,,0.8533085259737172,INFY.NS
2026-03-02 00:00:00+00:00,,-0.8614684549030471,INFY.NS
2026-03-04 00:00:00+00:00,,1.435332426842817,INFY.NS
2026-03-05 00:00:00+00:00,,-0.12237842711182445,INFY.NS
2026-03-06 00:00:00+00:00,,0.19910977858139667,INFY.NS
2026-03-09 00:00:00+00:00,,0.5044310197787727,INFY.NS
2026-03-10 00:00:00+00:00,,-1.475287027685357,INFY.NS
2026-03-11 00:00:00+00:00,,-1.4896516765588896,INFY.NS
2026-03-12 00:00:00+00:00,,-0.822690558512551,INFY.NS
2026-03-13 00:00:00+00:00,,-1.3825248321171602,INFY.NS
